pref	genome	rate	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
escherichia_coli.k32.r_0.6.S_prophasm.k_31.d_na.M_ones	escherichia_coli.k32	0.6	prophasm	31	na	ones	711.12	2.31	707.32	99%	1101496	0	0	711.127136
escherichia_coli.k32.r_0.6.S_prophasm.k_31.d_na.M_runsapprox	escherichia_coli.k32	0.6	prophasm	31	na	runsapprox	1331.28	7.08	1321.68	99%	9777312	0	0	1331.293115
escherichia_coli.k32.r_0.7.S_prophasm.k_31.d_na.M_default	escherichia_coli.k32	0.7	prophasm	31	na	default	101.48	6.12	95.22	99%	4493344	0	0	103.237267
escherichia_coli.k32.r_0.7.S_prophasm.k_31.d_na.M_ones	escherichia_coli.k32	0.7	prophasm	31	na	ones	521.05	2.45	516.32	99%	2199236	0	0	521.061088
escherichia_coli.k32.r_0.7.S_prophasm.k_31.d_na.M_runsapprox	escherichia_coli.k32	0.7	prophasm	31	na	runsapprox	896.11	8.32	881.00	99%	13973168	0	0	896.128658
escherichia_coli.k32.r_0.8.S_prophasm.k_31.d_na.M_default	escherichia_coli.k32	0.8	prophasm	31	na	default	Command exited with non-zero status 120	90.30547	na	na	na	na	na	na
escherichia_coli.k32.r_0.8.S_prophasm.k_31.d_na.M_ones	escherichia_coli.k32	0.8	prophasm	31	na	ones	490.41	2.01	487.06	99%	2199244	0	0	490.416208
escherichia_coli.k32.r_0.8.S_prophasm.k_31.d_na.M_runsapprox	escherichia_coli.k32	0.8	prophasm	31	na	runsapprox	885.22	9.67	869.11	99%	14911972	0	0	885.229552
escherichia_coli.k32.r_0.9.S_prophasm.k_31.d_na.M_default	escherichia_coli.k32	0.9	prophasm	31	na	default	Command exited with non-zero status 120	53.553097	na	na	na	na	na	na
escherichia_coli.k32.r_0.9.S_prophasm.k_31.d_na.M_ones	escherichia_coli.k32	0.9	prophasm	31	na	ones	342.05	1.41	339.79	99%	2199232	0	0	342.063221
escherichia_coli.k32.r_0.9.S_prophasm.k_31.d_na.M_runsapprox	escherichia_coli.k32	0.9	prophasm	31	na	runsapprox	664.03	7.87	654.23	99%	16976236	0	0	664.041257
escherichia_coli.k32.r_1.0.S_prophasm.k_31.d_na.M_default	escherichia_coli.k32	1.0	prophasm	31	na	default	Command exited with non-zero status 120	7.273063	na	na	na	na	na	na
escherichia_coli.k32.r_1.0.S_prophasm.k_31.d_na.M_ones	escherichia_coli.k32	1.0	prophasm	31	na	ones	112.03	0.63	111.18	99%	2199148	0	0	112.035229
escherichia_coli.k32.r_1.0.S_prophasm.k_31.d_na.M_runsapprox	escherichia_coli.k32	1.0	prophasm	31	na	runsapprox	233.04	4.14	228.49	99%	16932868	0	0	233.051041
sars-cov-2_pangenome_k32.r_0.000000001.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.000000001	eulertigs	31	na	default	Command exited with non-zero status 120	0.064588	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.000000001.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.000000001	eulertigs	31	na	ones	0.00	0.00	0.00	100%	4052	0	0	0.006887
sars-cov-2_pangenome_k32.r_0.000000001.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.000000001	eulertigs	31	na	runsapprox	0.00	0.00	0.00	66%	4176	0	0	0.006141
sars-cov-2_pangenome_k32.r_0.0001.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.0001	eulertigs	31	na	default	Command exited with non-zero status 120	0.081473	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.0001.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.0001	eulertigs	31	na	ones	0.00	0.00	0.00	100%	4072	0	0	0.01265
sars-cov-2_pangenome_k32.r_0.0001.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.0001	eulertigs	31	na	runsapprox	0.00	0.00	0.00	100%	4328	0	0	0.011586
sars-cov-2_pangenome_k32.r_0.001.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.001	eulertigs	31	na	default	Command exited with non-zero status 120	0.087413	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.001.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.001	eulertigs	31	na	ones	0.05	0.00	0.04	98%	4216	0	0	0.055886
sars-cov-2_pangenome_k32.r_0.001.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.001	eulertigs	31	na	runsapprox	0.07	0.00	0.07	100%	5100	0	0	0.076006
sars-cov-2_pangenome_k32.r_0.01.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.01	eulertigs	31	na	default	Command exited with non-zero status 120	0.230882	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.01.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.01	eulertigs	31	na	ones	0.35	0.01	0.34	99%	6244	0	0	0.35818
sars-cov-2_pangenome_k32.r_0.01.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.01	eulertigs	31	na	runsapprox	0.70	0.01	0.67	98%	17808	0	0	0.704922
sars-cov-2_pangenome_k32.r_0.05.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.05	eulertigs	31	na	default	Command exited with non-zero status 120	1.223981	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.05.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.05	eulertigs	31	na	ones	2.07	0.02	2.04	99%	12636	0	0	2.081235
sars-cov-2_pangenome_k32.r_0.05.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.05	eulertigs	31	na	runsapprox	4.23	0.06	4.16	99%	71772	0	0	4.237901
sars-cov-2_pangenome_k32.r_0.1.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.1	eulertigs	31	na	default	Command exited with non-zero status 120	1.914888	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.1.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.1	eulertigs	31	na	ones	6.99	0.08	6.87	99%	21084	0	0	7.001186
sars-cov-2_pangenome_k32.r_0.1.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.1	eulertigs	31	na	runsapprox	8.19	0.11	8.07	99%	137512	0	0	8.200538
sars-cov-2_pangenome_k32.r_0.2.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.2	eulertigs	31	na	default	Command exited with non-zero status 120	3.056313	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.2.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.2	eulertigs	31	na	ones	13.87	0.09	13.75	99%	37988	0	0	13.879134
sars-cov-2_pangenome_k32.r_0.2.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.2	eulertigs	31	na	runsapprox	18.94	0.14	18.77	99%	271628	0	0	18.943838
sars-cov-2_pangenome_k32.r_0.3.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.3	eulertigs	31	na	default	Command exited with non-zero status 120	4.496839	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.3.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.3	eulertigs	31	na	ones	15.27	0.07	15.18	99%	72256	0	0	15.279414
sars-cov-2_pangenome_k32.r_0.3.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.3	eulertigs	31	na	runsapprox	26.08	0.17	25.88	99%	443740	0	0	26.09221
sars-cov-2_pangenome_k32.r_0.4.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.4	eulertigs	31	na	default	Command exited with non-zero status 120	4.388354	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.4.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.4	eulertigs	31	na	ones	24.23	0.10	24.06	99%	72260	0	0	24.240232
sars-cov-2_pangenome_k32.r_0.4.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.4	eulertigs	31	na	runsapprox	34.18	0.31	33.84	99%	542096	0	0	34.190119
sars-cov-2_pangenome_k32.r_0.5.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.5	eulertigs	31	na	default	Command exited with non-zero status 120	4.746949	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.5.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.5	eulertigs	31	na	ones	29.87	0.09	29.72	99%	72260	0	0	29.881337
sars-cov-2_pangenome_k32.r_0.5.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.5	eulertigs	31	na	runsapprox	52.88	0.36	52.43	99%	596996	0	0	52.893323
sars-cov-2_pangenome_k32.r_0.6.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.6	eulertigs	31	na	default	Command exited with non-zero status 120	5.551648	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.6.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.6	eulertigs	31	na	ones	27.70	0.13	27.50	99%	141068	0	0	27.710113
sars-cov-2_pangenome_k32.r_0.6.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.6	eulertigs	31	na	runsapprox	46.94	0.36	46.49	99%	871132	0	0	46.953877
sars-cov-2_pangenome_k32.r_0.7.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.7	eulertigs	31	na	default	Command exited with non-zero status 120	3.993228	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.7.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.7	eulertigs	31	na	ones	24.86	0.14	24.60	99%	141060	0	0	24.869819
sars-cov-2_pangenome_k32.r_0.7.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.7	eulertigs	31	na	runsapprox	44.84	0.40	44.35	99%	939456	0	0	44.848365
sars-cov-2_pangenome_k32.r_0.8.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.8	eulertigs	31	na	default	Command exited with non-zero status 120	3.087057	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.8.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.8	eulertigs	31	na	ones	25.41	0.13	25.19	99%	141068	0	0	25.420316
sars-cov-2_pangenome_k32.r_0.8.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.8	eulertigs	31	na	runsapprox	42.67	0.43	42.17	99%	1078812	0	0	42.679391
sars-cov-2_pangenome_k32.r_0.9.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.9	eulertigs	31	na	default	Command exited with non-zero status 120	2.27357	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.9.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.9	eulertigs	31	na	ones	15.70	0.09	15.58	99%	141068	0	0	15.705237
sars-cov-2_pangenome_k32.r_0.9.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.9	eulertigs	31	na	runsapprox	37.04	0.45	36.51	99%	1074892	0	0	37.048958
sars-cov-2_pangenome_k32.r_1.0.S_eulertigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	1.0	eulertigs	31	na	default	Command exited with non-zero status 120	0.692849	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_1.0.S_eulertigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	1.0	eulertigs	31	na	ones	10.83	0.09	10.69	99%	141068	0	0	10.835792
sars-cov-2_pangenome_k32.r_1.0.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	1.0	eulertigs	31	na	runsapprox	18.44	0.38	18.00	99%	1128188	0	0	18.4453
sars-cov-2_pangenome_k32.r_0.000000001.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.000000001	greedytigs	31	na	default	Command exited with non-zero status 120	0.072951	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.000000001.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.000000001	greedytigs	31	na	ones	0.00	0.00	0.00	100%	4052	0	0	0.006101
sars-cov-2_pangenome_k32.r_0.000000001.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.000000001	greedytigs	31	na	runsapprox	0.00	0.00	0.00	100%	4176	0	0	0.005259
sars-cov-2_pangenome_k32.r_0.0001.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.0001	greedytigs	31	na	default	Command exited with non-zero status 120	0.077187	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.0001.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.0001	greedytigs	31	na	ones	0.00	0.00	0.00	85%	4072	0	0	0.00976
sars-cov-2_pangenome_k32.r_0.0001.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.0001	greedytigs	31	na	runsapprox	0.01	0.00	0.00	90%	4328	0	0	0.014714
sars-cov-2_pangenome_k32.r_0.001.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.001	greedytigs	31	na	default	Command exited with non-zero status 120	0.106298	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.001.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.001	greedytigs	31	na	ones	0.04	0.00	0.04	100%	4216	0	0	0.051051
sars-cov-2_pangenome_k32.r_0.001.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.001	greedytigs	31	na	runsapprox	0.06	0.00	0.05	98%	5100	0	0	0.07044
sars-cov-2_pangenome_k32.r_0.01.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.01	greedytigs	31	na	default	Command exited with non-zero status 120	0.252899	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.01.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.01	greedytigs	31	na	ones	0.37	0.00	0.36	99%	6244	0	0	0.379524
sars-cov-2_pangenome_k32.r_0.01.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.01	greedytigs	31	na	runsapprox	0.57	0.01	0.55	98%	17808	0	0	0.58126
sars-cov-2_pangenome_k32.r_0.05.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.05	greedytigs	31	na	default	Command exited with non-zero status 120	1.068681	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.05.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.05	greedytigs	31	na	ones	2.07	0.02	2.04	99%	12636	0	0	2.078714
sars-cov-2_pangenome_k32.r_0.05.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.05	greedytigs	31	na	runsapprox	3.83	0.03	3.79	99%	71768	0	0	3.840026
sars-cov-2_pangenome_k32.r_0.1.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.1	greedytigs	31	na	default	Command exited with non-zero status 120	1.646635	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.1.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.1	greedytigs	31	na	ones	6.05	0.03	5.99	99%	21084	0	0	6.057683
sars-cov-2_pangenome_k32.r_0.1.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.1	greedytigs	31	na	runsapprox	7.87	0.05	7.80	99%	137432	0	0	7.875116
sars-cov-2_pangenome_k32.r_0.2.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.2	greedytigs	31	na	default	Command exited with non-zero status 120	3.088375	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.2.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.2	greedytigs	31	na	ones	13.64	0.11	13.42	99%	37988	0	0	13.650519
sars-cov-2_pangenome_k32.r_0.2.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.2	greedytigs	31	na	runsapprox	19.81	0.15	19.60	99%	271692	0	0	19.814249
sars-cov-2_pangenome_k32.r_0.3.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.3	greedytigs	31	na	default	Command exited with non-zero status 120	3.535379	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.3.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.3	greedytigs	31	na	ones	19.83	0.14	19.54	99%	72260	0	0	19.840813
sars-cov-2_pangenome_k32.r_0.3.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.3	greedytigs	31	na	runsapprox	28.95	0.22	28.66	99%	443724	0	0	28.961043
sars-cov-2_pangenome_k32.r_0.4.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.4	greedytigs	31	na	default	Command exited with non-zero status 120	4.936744	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.4.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.4	greedytigs	31	na	ones	24.40	0.11	24.24	99%	72256	0	0	24.40908
sars-cov-2_pangenome_k32.r_0.4.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.4	greedytigs	31	na	runsapprox	43.40	0.34	42.93	99%	542100	0	0	43.409017
sars-cov-2_pangenome_k32.r_0.5.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.5	greedytigs	31	na	default	Command exited with non-zero status 120	5.659257	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.5.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.5	greedytigs	31	na	ones	32.69	0.19	32.33	99%	72260	0	0	32.698697
sars-cov-2_pangenome_k32.r_0.5.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.5	greedytigs	31	na	runsapprox	46.88	0.24	46.59	99%	596988	0	0	46.886756
sars-cov-2_pangenome_k32.r_0.6.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.6	greedytigs	31	na	default	Command exited with non-zero status 120	4.386916	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.6.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.6	greedytigs	31	na	ones	27.78	0.14	27.55	99%	141064	0	0	27.786503
sars-cov-2_pangenome_k32.r_0.6.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.6	greedytigs	31	na	runsapprox	45.22	0.33	44.82	99%	871288	0	0	45.226283
sars-cov-2_pangenome_k32.r_0.7.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.7	greedytigs	31	na	default	Command exited with non-zero status 120	3.543467	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.7.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.7	greedytigs	31	na	ones	27.16	0.11	27.01	99%	141068	0	0	27.170681
sars-cov-2_pangenome_k32.r_0.7.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.7	greedytigs	31	na	runsapprox	42.13	0.39	41.68	99%	940492	0	0	42.141775
sars-cov-2_pangenome_k32.r_0.8.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.8	greedytigs	31	na	default	Command exited with non-zero status 120	3.279052	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.8.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.8	greedytigs	31	na	ones	21.84	0.11	21.68	99%	141068	0	0	21.848323
sars-cov-2_pangenome_k32.r_0.8.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.8	greedytigs	31	na	runsapprox	39.87	0.36	39.46	99%	1083896	0	0	39.881924
sars-cov-2_pangenome_k32.r_0.9.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.9	greedytigs	31	na	default	Command exited with non-zero status 120	1.852969	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.9.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.9	greedytigs	31	na	ones	17.38	0.17	17.10	99%	141068	0	0	17.388314
sars-cov-2_pangenome_k32.r_0.9.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.9	greedytigs	31	na	runsapprox	33.45	0.49	32.85	99%	1091168	0	0	33.455416
sars-cov-2_pangenome_k32.r_1.0.S_greedytigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	1.0	greedytigs	31	na	default	Command exited with non-zero status 120	0.36764	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_1.0.S_greedytigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	1.0	greedytigs	31	na	ones	7.12	0.05	7.05	99%	141068	0	0	7.124508
sars-cov-2_pangenome_k32.r_1.0.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	1.0	greedytigs	31	na	runsapprox	18.58	0.46	18.07	99%	1205076	0	0	18.586574
sars-cov-2_pangenome_k32.r_0.000000001.S_matchtigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.000000001	matchtigs	31	na	default	Command exited with non-zero status 120	0.070874	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.000000001.S_matchtigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.000000001	matchtigs	31	na	ones	0.00	0.00	0.00	100%	4052	0	0	0.005832
sars-cov-2_pangenome_k32.r_0.000000001.S_matchtigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.000000001	matchtigs	31	na	runsapprox	0.00	0.00	0.00	100%	4176	0	0	0.006876
sars-cov-2_pangenome_k32.r_0.0001.S_matchtigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.0001	matchtigs	31	na	default	Command exited with non-zero status 120	0.077484	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.0001.S_matchtigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.0001	matchtigs	31	na	ones	0.00	0.00	0.00	100%	4072	0	0	0.011367
sars-cov-2_pangenome_k32.r_0.0001.S_matchtigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.0001	matchtigs	31	na	runsapprox	0.00	0.00	0.00	100%	4328	0	0	0.013303
sars-cov-2_pangenome_k32.r_0.001.S_matchtigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.001	matchtigs	31	na	default	Command exited with non-zero status 120	0.080909	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.001.S_matchtigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.001	matchtigs	31	na	ones	0.05	0.00	0.05	98%	4216	0	0	0.057158
sars-cov-2_pangenome_k32.r_0.001.S_matchtigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.001	matchtigs	31	na	runsapprox	0.06	0.00	0.05	98%	5100	0	0	0.069482
sars-cov-2_pangenome_k32.r_0.01.S_matchtigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.01	matchtigs	31	na	default	Command exited with non-zero status 120	0.228461	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.01.S_matchtigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.01	matchtigs	31	na	ones	0.37	0.00	0.36	99%	6244	0	0	0.372973
sars-cov-2_pangenome_k32.r_0.01.S_matchtigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.01	matchtigs	31	na	runsapprox	0.67	0.00	0.66	98%	17808	0	0	0.680379
sars-cov-2_pangenome_k32.r_0.05.S_matchtigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.05	matchtigs	31	na	default	Command exited with non-zero status 120	0.866024	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.05.S_matchtigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.05	matchtigs	31	na	ones	2.05	0.02	2.03	99%	12636	0	0	2.065209
sars-cov-2_pangenome_k32.r_0.05.S_matchtigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.05	matchtigs	31	na	runsapprox	3.94	0.04	3.89	99%	71768	0	0	3.946475
sars-cov-2_pangenome_k32.r_0.1.S_matchtigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.1	matchtigs	31	na	default	Command exited with non-zero status 120	1.798137	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.1.S_matchtigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.1	matchtigs	31	na	ones	6.16	0.07	6.01	98%	21084	0	0	6.163335
sars-cov-2_pangenome_k32.r_0.1.S_matchtigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.1	matchtigs	31	na	runsapprox	9.19	0.14	9.01	99%	137540	0	0	9.201353
sars-cov-2_pangenome_k32.r_0.2.S_matchtigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.2	matchtigs	31	na	default	Command exited with non-zero status 120	2.587287	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.2.S_matchtigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.2	matchtigs	31	na	ones	11.59	0.07	11.50	99%	37988	0	0	11.599904
sars-cov-2_pangenome_k32.r_0.2.S_matchtigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.2	matchtigs	31	na	runsapprox	24.49	0.19	24.26	99%	271608	0	0	24.495506
sars-cov-2_pangenome_k32.r_0.3.S_matchtigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.3	matchtigs	31	na	default	Command exited with non-zero status 120	3.555595	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.3.S_matchtigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.3	matchtigs	31	na	ones	15.88	0.11	15.73	99%	72256	0	0	15.892138
sars-cov-2_pangenome_k32.r_0.3.S_matchtigs.k_31.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.3	matchtigs	31	na	runsapprox	27.99	0.22	27.71	99%	443764	0	0	28.003151
sars-cov-2_pangenome_k32.r_0.4.S_matchtigs.k_31.d_na.M_default	sars-cov-2_pangenome_k32	0.4	matchtigs	31	na	default	Command exited with non-zero status 120	4.201122	na	na	na	na	na	na
sars-cov-2_pangenome_k32.r_0.4.S_matchtigs.k_31.d_na.M_ones	sars-cov-2_pangenome_k32	0.4	matchtigs	31	na	ones	24.45	0.20	24.10	99%	72260	0	0	24.455625
