genome	rate	S_alg	k	d	M_alg	M_compr_alg	kmer_count	l	o	z	r	tigs_ns	tigs_cl	enc0_xz_bytes	S_xz_bytes	M_compr_bytes	enc1_compr_bytes	enc2_xz_bytes	pref
spneumo_pangenome_k32	0.001	eulertigs	23	na	default	xz	8260	189672	8260	181412	8246	8246	189672	53972	51240	232	51472	55216	spneumo_pangenome_k32.r_0.001.S_eulertigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.001	eulertigs	23	na	ones	bzip	8260	189672	8262	181410	8248	8246	189672	53972	51240	87	51327	55240	spneumo_pangenome_k32.r_0.001.S_eulertigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.001	eulertigs	23	na	ones	xz	8260	189672	8262	181410	8248	8246	189672	53972	51240	244	51484	55240	spneumo_pangenome_k32.r_0.001.S_eulertigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.001	eulertigs	23	na	runsapprox	bzip	8260	189672	8262	181410	8248	8246	189672	53972	51240	87	51327	55240	spneumo_pangenome_k32.r_0.001.S_eulertigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.001	eulertigs	23	na	runsapprox	xz	8260	189672	8262	181410	8248	8246	189672	53972	51240	244	51484	55240	spneumo_pangenome_k32.r_0.001.S_eulertigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.01	eulertigs	23	na	default	bzip	82605	1882183	82605	1799578	81799	81799	1882183	537800	487176	1456	488632	548312	spneumo_pangenome_k32.r_0.01.S_eulertigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.01	eulertigs	23	na	default	xz	82605	1882183	82605	1799578	81799	81799	1882183	537800	487176	2700	489876	548312	spneumo_pangenome_k32.r_0.01.S_eulertigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.01	eulertigs	23	na	ones	bzip	82605	1882183	82748	1799435	81942	81799	1882183	537800	487176	1754	488930	548396	spneumo_pangenome_k32.r_0.01.S_eulertigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.01	eulertigs	23	na	ones	xz	82605	1882183	82748	1799435	81942	81799	1882183	537800	487176	3420	490596	548396	spneumo_pangenome_k32.r_0.01.S_eulertigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.01	eulertigs	23	na	runsapprox	bzip	82605	1882183	82748	1799435	81942	81799	1882183	537800	487176	1754	488930	548396	spneumo_pangenome_k32.r_0.01.S_eulertigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.01	eulertigs	23	na	runsapprox	xz	82605	1882183	82748	1799435	81942	81799	1882183	537800	487176	3420	490596	548396	spneumo_pangenome_k32.r_0.01.S_eulertigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.05	eulertigs	23	na	default	bzip	413029	9037293	413029	8624264	392012	392012	9037293	2504396	2242736	24854	2267590	2559492	spneumo_pangenome_k32.r_0.05.S_eulertigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.05	eulertigs	23	na	default	xz	413029	9037293	413029	8624264	392012	392012	9037293	2504396	2242736	43452	2286188	2559492	spneumo_pangenome_k32.r_0.05.S_eulertigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.05	eulertigs	23	na	ones	bzip	413029	9037293	416995	8620298	395902	392012	9037293	2504396	2242736	31289	2274025	2561912	spneumo_pangenome_k32.r_0.05.S_eulertigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.05	eulertigs	23	na	ones	xz	413029	9037293	416995	8620298	395902	392012	9037293	2504396	2242736	57352	2300088	2561912	spneumo_pangenome_k32.r_0.05.S_eulertigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.05	eulertigs	23	na	runsapprox	bzip	413029	9037293	416995	8620298	395902	392012	9037293	2504396	2242736	31289	2274025	2561912	spneumo_pangenome_k32.r_0.05.S_eulertigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.05	eulertigs	23	na	runsapprox	xz	413029	9037293	416995	8620298	395902	392012	9037293	2504396	2242736	57352	2300088	2561912	spneumo_pangenome_k32.r_0.05.S_eulertigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.1	eulertigs	23	na	default	bzip	826059	17156483	826059	16330424	742292	742292	17156483	4638624	4148060	75226	4223286	4762560	spneumo_pangenome_k32.r_0.1.S_eulertigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.1	eulertigs	23	na	default	xz	826059	17156483	826059	16330424	742292	742292	17156483	4638624	4148060	130436	4278496	4762560	spneumo_pangenome_k32.r_0.1.S_eulertigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.1	eulertigs	23	na	ones	bzip	826059	17156483	841472	16315011	757228	742292	17156483	4638624	4148060	97564	4245624	4772760	spneumo_pangenome_k32.r_0.1.S_eulertigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.1	eulertigs	23	na	ones	xz	826059	17156483	841472	16315011	757228	742292	17156483	4638624	4148060	175516	4323576	4772760	spneumo_pangenome_k32.r_0.1.S_eulertigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.1	eulertigs	23	na	runsapprox	bzip	826059	17156483	841472	16315011	757228	742292	17156483	4638624	4148060	97564	4245624	4772760	spneumo_pangenome_k32.r_0.1.S_eulertigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.1	eulertigs	23	na	runsapprox	xz	826059	17156483	841472	16315011	757228	742292	17156483	4638624	4148060	175516	4323576	4772760	spneumo_pangenome_k32.r_0.1.S_eulertigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.2	eulertigs	23	na	default	bzip	1652118	30629000	1652118	28976882	1317131	1317131	30629000	8046104	7204068	211525	7415593	8367772	spneumo_pangenome_k32.r_0.2.S_eulertigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.2	eulertigs	23	na	default	xz	1652118	30629000	1652118	28976882	1317131	1317131	30629000	8046104	7204068	363264	7567332	8367772	spneumo_pangenome_k32.r_0.2.S_eulertigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.2	eulertigs	23	na	ones	bzip	1652118	30629000	1707249	28921751	1368398	1317131	30629000	8046104	7204068	281261	7485329	8406668	spneumo_pangenome_k32.r_0.2.S_eulertigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.2	eulertigs	23	na	ones	xz	1652118	30629000	1707249	28921751	1368398	1317131	30629000	8046104	7204068	493432	7697500	8406668	spneumo_pangenome_k32.r_0.2.S_eulertigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.2	eulertigs	23	na	runsapprox	bzip	1652118	30629000	1707249	28921751	1368398	1317131	30629000	8046104	7204068	281261	7485329	8406668	spneumo_pangenome_k32.r_0.2.S_eulertigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.2	eulertigs	23	na	runsapprox	xz	1652118	30629000	1707249	28921751	1368398	1317131	30629000	8046104	7204068	493432	7697500	8406668	spneumo_pangenome_k32.r_0.2.S_eulertigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.3	eulertigs	23	na	default	bzip	2478177	40478051	2478177	37999874	1727267	1727267	40478051	10438700	9359544	371787	9731331	10992284	spneumo_pangenome_k32.r_0.3.S_eulertigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.3	eulertigs	23	na	default	xz	2478177	40478051	2478177	37999874	1727267	1727267	40478051	10438700	9359544	634140	9993684	10992284	spneumo_pangenome_k32.r_0.3.S_eulertigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.3	eulertigs	23	na	ones	bzip	2478177	40478051	2587186	37890865	1824528	1727267	40478051	10438700	9359544	500156	9859700	11072112	spneumo_pangenome_k32.r_0.3.S_eulertigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.3	eulertigs	23	na	ones	xz	2478177	40478051	2587186	37890865	1824528	1727267	40478051	10438700	9359544	843740	10203284	11072112	spneumo_pangenome_k32.r_0.3.S_eulertigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.3	eulertigs	23	na	runsapprox	bzip	2478177	40478051	2587186	37890865	1824528	1727267	40478051	10438700	9359544	500156	9859700	11072112	spneumo_pangenome_k32.r_0.3.S_eulertigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.3	eulertigs	23	na	runsapprox	xz	2478177	40478051	2587186	37890865	1824528	1727267	40478051	10438700	9359544	843740	10203284	11072112	spneumo_pangenome_k32.r_0.3.S_eulertigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.4	eulertigs	23	na	default	bzip	3304237	46778723	3304237	43474486	1976113	1976113	46778723	11877000	10657200	534186	11191386	12682288	spneumo_pangenome_k32.r_0.4.S_eulertigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.4	eulertigs	23	na	default	xz	3304237	46778723	3304237	43474486	1976113	1976113	46778723	11877000	10657200	897408	11554608	12682288	spneumo_pangenome_k32.r_0.4.S_eulertigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.4	eulertigs	23	na	ones	bzip	3304237	46778723	3471495	43307228	2118861	1976113	46778723	11877000	10657200	722619	11379819	12810724	spneumo_pangenome_k32.r_0.4.S_eulertigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.4	eulertigs	23	na	ones	xz	3304237	46778723	3471495	43307228	2118861	1976113	46778723	11877000	10657200	1163508	11820708	12810724	spneumo_pangenome_k32.r_0.4.S_eulertigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.4	eulertigs	23	na	runsapprox	bzip	3304237	46778723	3471495	43307228	2118861	1976113	46778723	11877000	10657200	722619	11379819	12810724	spneumo_pangenome_k32.r_0.4.S_eulertigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.4	eulertigs	23	na	runsapprox	xz	3304237	46778723	3471495	43307228	2118861	1976113	46778723	11877000	10657200	1163508	11820708	12810724	spneumo_pangenome_k32.r_0.4.S_eulertigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.5	eulertigs	23	na	default	bzip	4130296	49543290	4130296	45412994	2064227	2064227	49543290	12491684	11226804	678740	11905544	13541464	spneumo_pangenome_k32.r_0.5.S_eulertigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.5	eulertigs	23	na	default	xz	4130296	49543290	4130296	45412994	2064227	2064227	49543290	12491684	11226804	1110252	12337056	13541464	spneumo_pangenome_k32.r_0.5.S_eulertigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.5	eulertigs	23	na	ones	bzip	4130296	49543290	4352515	45190775	2243913	2064227	49543290	12491684	11226804	919043	12145847	13704252	spneumo_pangenome_k32.r_0.5.S_eulertigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.5	eulertigs	23	na	ones	xz	4130296	49543290	4352515	45190775	2243913	2064227	49543290	12491684	11226804	1407648	12634452	13704252	spneumo_pangenome_k32.r_0.5.S_eulertigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.5	eulertigs	23	na	runsapprox	bzip	4130296	49543290	4352515	45190775	2243913	2064227	49543290	12491684	11226804	919043	12145847	13704252	spneumo_pangenome_k32.r_0.5.S_eulertigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.5	eulertigs	23	na	runsapprox	xz	4130296	49543290	4352515	45190775	2243913	2064227	49543290	12491684	11226804	1407648	12634452	13704252	spneumo_pangenome_k32.r_0.5.S_eulertigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.6	eulertigs	23	na	default	bzip	4956355	48833441	4956355	43877086	1994413	1994413	48833441	12254032	11042448	782471	11824919	13504556	spneumo_pangenome_k32.r_0.6.S_eulertigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.6	eulertigs	23	na	default	xz	4956355	48833441	4956355	43877086	1994413	1994413	48833441	12254032	11042448	1235032	12277480	13504556	spneumo_pangenome_k32.r_0.6.S_eulertigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.6	eulertigs	23	na	ones	bzip	4956355	48833441	5218820	43614621	2193207	1994413	48833441	12254032	11042448	1056925	12099373	13698836	spneumo_pangenome_k32.r_0.6.S_eulertigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.6	eulertigs	23	na	ones	xz	4956355	48833441	5218820	43614621	2193207	1994413	48833441	12254032	11042448	1537460	12579908	13698836	spneumo_pangenome_k32.r_0.6.S_eulertigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.6	eulertigs	23	na	runsapprox	bzip	4956355	48833441	5218820	43614621	2193207	1994413	48833441	12254032	11042448	1056925	12099373	13698836	spneumo_pangenome_k32.r_0.6.S_eulertigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.6	eulertigs	23	na	runsapprox	xz	4956355	48833441	5218820	43614621	2193207	1994413	48833441	12254032	11042448	1537460	12579908	13698836	spneumo_pangenome_k32.r_0.6.S_eulertigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.7	eulertigs	23	na	default	bzip	5782415	44651619	5782415	38869204	1766782	1766782	44651619	11183528	10087780	815309	10903089	12565428	spneumo_pangenome_k32.r_0.7.S_eulertigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.7	eulertigs	23	na	default	xz	5782415	44651619	5782415	38869204	1766782	1766782	44651619	11183528	10087780	1240920	11328700	12565428	spneumo_pangenome_k32.r_0.7.S_eulertigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.7	eulertigs	23	na	ones	bzip	5782415	44651619	6063772	38587847	1962038	1766782	44651619	11183528	10087780	1096908	11184688	12772012	spneumo_pangenome_k32.r_0.7.S_eulertigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.7	eulertigs	23	na	ones	xz	5782415	44651619	6063772	38587847	1962038	1766782	44651619	11183528	10087780	1527464	11615244	12772012	spneumo_pangenome_k32.r_0.7.S_eulertigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.7	eulertigs	23	na	runsapprox	bzip	5782415	44651619	6063772	38587847	1962038	1766782	44651619	11183528	10087780	1096908	11184688	12772012	spneumo_pangenome_k32.r_0.7.S_eulertigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.7	eulertigs	23	na	runsapprox	xz	5782415	44651619	6063772	38587847	1962038	1766782	44651619	11183528	10087780	1527464	11615244	12772012	spneumo_pangenome_k32.r_0.7.S_eulertigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.8	eulertigs	23	na	default	bzip	6608474	37084898	6608474	30476424	1385292	1385292	37084898	9261792	8366764	749821	9116585	10670244	spneumo_pangenome_k32.r_0.8.S_eulertigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.8	eulertigs	23	na	default	xz	6608474	37084898	6608474	30476424	1385292	1385292	37084898	9261792	8366764	1102296	9469060	10670244	spneumo_pangenome_k32.r_0.8.S_eulertigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.8	eulertigs	23	na	ones	bzip	6608474	37084898	6880077	30204821	1550297	1385292	37084898	9261792	8366764	1007138	9373902	10863580	spneumo_pangenome_k32.r_0.8.S_eulertigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.8	eulertigs	23	na	ones	xz	6608474	37084898	6880077	30204821	1550297	1385292	37084898	9261792	8366764	1354608	9721372	10863580	spneumo_pangenome_k32.r_0.8.S_eulertigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.8	eulertigs	23	na	runsapprox	bzip	6608474	37084898	6880077	30204821	1550297	1385292	37084898	9261792	8366764	1007138	9373902	10863580	spneumo_pangenome_k32.r_0.8.S_eulertigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.8	eulertigs	23	na	runsapprox	xz	6608474	37084898	6880077	30204821	1550297	1385292	37084898	9261792	8366764	1354608	9721372	10863580	spneumo_pangenome_k32.r_0.8.S_eulertigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.9	eulertigs	23	na	default	bzip	7434533	26141507	7434533	18706974	850317	850317	26141507	6470984	5875964	553806	6429770	7663724	spneumo_pangenome_k32.r_0.9.S_eulertigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.9	eulertigs	23	na	default	xz	7434533	26141507	7434533	18706974	850317	850317	26141507	6470984	5875964	809948	6685912	7663724	spneumo_pangenome_k32.r_0.9.S_eulertigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.9	eulertigs	23	na	ones	bzip	7434533	26141507	7654724	18486783	950533	850317	26141507	6470984	5875964	743145	6619109	7794500	spneumo_pangenome_k32.r_0.9.S_eulertigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.9	eulertigs	23	na	ones	xz	7434533	26141507	7654724	18486783	950533	850317	26141507	6470984	5875964	990552	6866516	7794500	spneumo_pangenome_k32.r_0.9.S_eulertigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.9	eulertigs	23	na	runsapprox	bzip	7434533	26141507	7654724	18486783	950533	850317	26141507	6470984	5875964	743145	6619109	7794500	spneumo_pangenome_k32.r_0.9.S_eulertigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.9	eulertigs	23	na	runsapprox	xz	7434533	26141507	7654724	18486783	950533	850317	26141507	6470984	5875964	990552	6866516	7794500	spneumo_pangenome_k32.r_0.9.S_eulertigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	1.0	eulertigs	23	na	default	bzip	8260593	11861993	8260593	3601400	163700	163700	11861993	2654876	2520572	133797	2654369	3112276	spneumo_pangenome_k32.r_1.0.S_eulertigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	1.0	eulertigs	23	na	default	xz	8260593	11861993	8260593	3601400	163700	163700	11861993	2654876	2520572	227888	2748460	3112276	spneumo_pangenome_k32.r_1.0.S_eulertigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	1.0	eulertigs	23	na	ones	bzip	8260593	11861993	8383323	3478670	163899	163700	11861993	2654876	2520572	181712	2702284	3122940	spneumo_pangenome_k32.r_1.0.S_eulertigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	1.0	eulertigs	23	na	ones	xz	8260593	11861993	8383323	3478670	163899	163700	11861993	2654876	2520572	280184	2800756	3122940	spneumo_pangenome_k32.r_1.0.S_eulertigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	1.0	eulertigs	23	na	runsapprox	bzip	8260593	11861993	8383323	3478670	163899	163700	11861993	2654876	2520572	181712	2702284	3122940	spneumo_pangenome_k32.r_1.0.S_eulertigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	1.0	eulertigs	23	na	runsapprox	xz	8260593	11861993	8383323	3478670	163899	163700	11861993	2654876	2520572	280184	2800756	3122940	spneumo_pangenome_k32.r_1.0.S_eulertigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.000000001	greedytigs	23	na	default	bzip	1	23	1	22	1	1	23	92	88	41	129	88	spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.000000001	greedytigs	23	na	default	xz	1	23	1	22	1	1	23	92	88	76	164	88	spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.000000001	greedytigs	23	na	ones	bzip	1	23	1	22	1	1	23	92	88	41	129	88	spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.000000001	greedytigs	23	na	ones	xz	1	23	1	22	1	1	23	92	88	76	164	88	spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.000000001	greedytigs	23	na	runsapprox	bzip	1	23	1	22	1	1	23	92	88	41	129	88	spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.000000001	greedytigs	23	na	runsapprox	xz	1	23	1	22	1	1	23	92	88	76	164	88	spneumo_pangenome_k32.r_0.000000001.S_greedytigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.0001	greedytigs	23	na	default	bzip	826	18998	826	18172	826	826	18998	5672	5388	47	5435	5704	spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.0001	greedytigs	23	na	default	xz	826	18998	826	18172	826	826	18998	5672	5388	136	5524	5704	spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.0001	greedytigs	23	na	ones	bzip	826	18998	826	18172	826	826	18998	5672	5388	47	5435	5704	spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.0001	greedytigs	23	na	ones	xz	826	18998	826	18172	826	826	18998	5672	5388	136	5524	5704	spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.0001	greedytigs	23	na	runsapprox	bzip	826	18998	826	18172	826	826	18998	5672	5388	47	5435	5704	spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.0001	greedytigs	23	na	runsapprox	xz	826	18998	826	18172	826	826	18998	5672	5388	136	5524	5704	spneumo_pangenome_k32.r_0.0001.S_greedytigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.001	greedytigs	23	na	default	bzip	8260	189672	8260	181412	8246	8246	189672	53972	51240	77	51317	55216	spneumo_pangenome_k32.r_0.001.S_greedytigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.001	greedytigs	23	na	default	xz	8260	189672	8260	181412	8246	8246	189672	53972	51240	232	51472	55216	spneumo_pangenome_k32.r_0.001.S_greedytigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.001	greedytigs	23	na	ones	bzip	8260	189672	8262	181410	8248	8246	189672	53972	51240	87	51327	55240	spneumo_pangenome_k32.r_0.001.S_greedytigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.001	greedytigs	23	na	ones	xz	8260	189672	8262	181410	8248	8246	189672	53972	51240	244	51484	55240	spneumo_pangenome_k32.r_0.001.S_greedytigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.001	greedytigs	23	na	runsapprox	bzip	8260	189672	8262	181410	8248	8246	189672	53972	51240	87	51327	55240	spneumo_pangenome_k32.r_0.001.S_greedytigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.001	greedytigs	23	na	runsapprox	xz	8260	189672	8262	181410	8248	8246	189672	53972	51240	244	51484	55240	spneumo_pangenome_k32.r_0.001.S_greedytigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.01	greedytigs	23	na	default	bzip	82605	1882183	82605	1799578	81799	81799	1882183	537800	487176	1456	488632	548312	spneumo_pangenome_k32.r_0.01.S_greedytigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.01	greedytigs	23	na	default	xz	82605	1882183	82605	1799578	81799	81799	1882183	537800	487176	2700	489876	548312	spneumo_pangenome_k32.r_0.01.S_greedytigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.01	greedytigs	23	na	ones	bzip	82605	1882183	82748	1799435	81942	81799	1882183	537800	487176	1754	488930	548396	spneumo_pangenome_k32.r_0.01.S_greedytigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.01	greedytigs	23	na	ones	xz	82605	1882183	82748	1799435	81942	81799	1882183	537800	487176	3420	490596	548396	spneumo_pangenome_k32.r_0.01.S_greedytigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.01	greedytigs	23	na	runsapprox	bzip	82605	1882183	82748	1799435	81942	81799	1882183	537800	487176	1754	488930	548396	spneumo_pangenome_k32.r_0.01.S_greedytigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.01	greedytigs	23	na	runsapprox	xz	82605	1882183	82748	1799435	81942	81799	1882183	537800	487176	3420	490596	548396	spneumo_pangenome_k32.r_0.01.S_greedytigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.05	greedytigs	23	na	default	bzip	413029	9037293	413029	8624264	392012	392012	9037293	2504396	2242736	24854	2267590	2559492	spneumo_pangenome_k32.r_0.05.S_greedytigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.05	greedytigs	23	na	default	xz	413029	9037293	413029	8624264	392012	392012	9037293	2504396	2242736	43452	2286188	2559492	spneumo_pangenome_k32.r_0.05.S_greedytigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.05	greedytigs	23	na	ones	bzip	413029	9037293	416995	8620298	395902	392012	9037293	2504396	2242736	31289	2274025	2561912	spneumo_pangenome_k32.r_0.05.S_greedytigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.05	greedytigs	23	na	ones	xz	413029	9037293	416995	8620298	395902	392012	9037293	2504396	2242736	57352	2300088	2561912	spneumo_pangenome_k32.r_0.05.S_greedytigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.05	greedytigs	23	na	runsapprox	bzip	413029	9037293	416995	8620298	395902	392012	9037293	2504396	2242736	31289	2274025	2561912	spneumo_pangenome_k32.r_0.05.S_greedytigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.05	greedytigs	23	na	runsapprox	xz	413029	9037293	416995	8620298	395902	392012	9037293	2504396	2242736	57352	2300088	2561912	spneumo_pangenome_k32.r_0.05.S_greedytigs.k_23.d_na.M_runsapprox.C_xz
spneumo_pangenome_k32	0.1	greedytigs	23	na	default	bzip	826059	17156483	826059	16330424	742292	742292	17156483	4638624	4148060	75226	4223286	4762560	spneumo_pangenome_k32.r_0.1.S_greedytigs.k_23.d_na.M_default.C_bzip
spneumo_pangenome_k32	0.1	greedytigs	23	na	default	xz	826059	17156483	826059	16330424	742292	742292	17156483	4638624	4148060	130436	4278496	4762560	spneumo_pangenome_k32.r_0.1.S_greedytigs.k_23.d_na.M_default.C_xz
spneumo_pangenome_k32	0.1	greedytigs	23	na	ones	bzip	826059	17156483	841472	16315011	757228	742292	17156483	4638624	4148060	97564	4245624	4772760	spneumo_pangenome_k32.r_0.1.S_greedytigs.k_23.d_na.M_ones.C_bzip
spneumo_pangenome_k32	0.1	greedytigs	23	na	ones	xz	826059	17156483	841472	16315011	757228	742292	17156483	4638624	4148060	175516	4323576	4772760	spneumo_pangenome_k32.r_0.1.S_greedytigs.k_23.d_na.M_ones.C_xz
spneumo_pangenome_k32	0.1	greedytigs	23	na	runsapprox	bzip	826059	17156483	841472	16315011	757228	742292	17156483	4638624	4148060	97564	4245624	4772760	spneumo_pangenome_k32.r_0.1.S_greedytigs.k_23.d_na.M_runsapprox.C_bzip
spneumo_pangenome_k32	0.1	greedytigs	23	na	runsapprox	xz	826059	17156483	841472	16315011	757228	742292	17156483	4638624	4148060	175516	4323576	4772760	spneumo_pangenome_k32.r_0.1.S_greedytigs.k_23.d_na.M_runsapprox.C_xz
