genome	k	S_alg	algorithm	camel_DS	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	camel_mem_bytes	camel_real_s	camel_usr_s	camel_sys_s	pref0	pref
yeast	11	pseudosimplitigsAC	loc-greedy	AC	4	default	1865531	2091506	1865531	225975	123426	571272	95516	666788	657300	4137552000	79.51	67.68	7.79	yeast.S_pseudosimplitigsAC.k_11.d_4	yeast.S_pseudosimplitigsAC.k_11.d_4.M_default
yeast	11	pseudosimplitigsAC	loc-greedy	AC	4	ones	1865531	2091506	2022301	69205	58201	571272	65760	637032	623900	4137552000	79.51	67.68	7.79	yeast.S_pseudosimplitigsAC.k_11.d_4	yeast.S_pseudosimplitigsAC.k_11.d_4.M_ones
yeast	11	pseudosimplitigsAC	loc-greedy	AC	4	runs	1865531	2091506	2016225	75281	55212	571272	65824	637096	623316	4137552000	79.51	67.68	7.79	yeast.S_pseudosimplitigsAC.k_11.d_4	yeast.S_pseudosimplitigsAC.k_11.d_4.M_runs
yeast	11	pseudosimplitigsAC	loc-greedy	AC	4	zeros	1865531	2091506	1865531	225975	124906	571272	101348	672620	660464	4137552000	79.51	67.68	7.79	yeast.S_pseudosimplitigsAC.k_11.d_4	yeast.S_pseudosimplitigsAC.k_11.d_4.M_zeros
yeast	11	pseudosimplitigsAC	loc-greedy	AC	5	default	1865531	2076851	1865531	211320	123644	562744	95572	658316	651760	4240660000	83.76	78.86	2.72	yeast.S_pseudosimplitigsAC.k_11.d_5	yeast.S_pseudosimplitigsAC.k_11.d_5.M_default
yeast	11	pseudosimplitigsAC	loc-greedy	AC	5	ones	1865531	2076851	2009113	67738	57381	562744	64860	627604	617764	4240660000	83.76	78.86	2.72	yeast.S_pseudosimplitigsAC.k_11.d_5	yeast.S_pseudosimplitigsAC.k_11.d_5.M_ones
yeast	11	pseudosimplitigsAC	loc-greedy	AC	5	runs	1865531	2076851	2005251	71600	55165	562744	65072	627816	620036	4240660000	83.76	78.86	2.72	yeast.S_pseudosimplitigsAC.k_11.d_5	yeast.S_pseudosimplitigsAC.k_11.d_5.M_runs
yeast	11	pseudosimplitigsAC	loc-greedy	AC	5	zeros	1865531	2076851	1865531	211320	125149	562744	101656	664400	656232	4240660000	83.76	78.86	2.72	yeast.S_pseudosimplitigsAC.k_11.d_5	yeast.S_pseudosimplitigsAC.k_11.d_5.M_zeros
yeast	11	pseudosimplitigsAC	loc-greedy	AC	6	default	1865531	2072818	1865531	207287	123762	566728	95716	662444	650068	4368768000	120.67	96.28	17.26	yeast.S_pseudosimplitigsAC.k_11.d_6	yeast.S_pseudosimplitigsAC.k_11.d_6.M_default
yeast	11	pseudosimplitigsAC	loc-greedy	AC	6	ones	1865531	2072818	2005149	67669	57409	566728	64844	631572	617944	4368768000	120.67	96.28	17.26	yeast.S_pseudosimplitigsAC.k_11.d_6	yeast.S_pseudosimplitigsAC.k_11.d_6.M_ones
yeast	11	pseudosimplitigsAC	loc-greedy	AC	6	runs	1865531	2072818	2001769	71049	55336	566728	65044	631772	617696	4368768000	120.67	96.28	17.26	yeast.S_pseudosimplitigsAC.k_11.d_6	yeast.S_pseudosimplitigsAC.k_11.d_6.M_runs
yeast	11	pseudosimplitigsAC	loc-greedy	AC	6	zeros	1865531	2072818	1865531	207287	126262	566728	103868	670596	655696	4368768000	120.67	96.28	17.26	yeast.S_pseudosimplitigsAC.k_11.d_6	yeast.S_pseudosimplitigsAC.k_11.d_6.M_zeros
yeast	11	pseudosimplitigsAC	loc-greedy	AC	7	default	1865531	2071191	1865531	205660	123763	566212	95840	662052	649400	4374008000	87.53	75.75	6.39	yeast.S_pseudosimplitigsAC.k_11.d_7	yeast.S_pseudosimplitigsAC.k_11.d_7.M_default
yeast	11	pseudosimplitigsAC	loc-greedy	AC	7	ones	1865531	2071191	2003308	67883	57388	566212	64796	631008	617436	4374008000	87.53	75.75	6.39	yeast.S_pseudosimplitigsAC.k_11.d_7	yeast.S_pseudosimplitigsAC.k_11.d_7.M_ones
yeast	11	pseudosimplitigsAC	loc-greedy	AC	7	runs	1865531	2071191	2000128	71063	55345	566212	64968	631180	612296	4374008000	87.53	75.75	6.39	yeast.S_pseudosimplitigsAC.k_11.d_7	yeast.S_pseudosimplitigsAC.k_11.d_7.M_runs
yeast	11	pseudosimplitigsAC	loc-greedy	AC	7	zeros	1865531	2071191	1865531	205660	126268	566212	104012	670224	655064	4374008000	87.53	75.75	6.39	yeast.S_pseudosimplitigsAC.k_11.d_7	yeast.S_pseudosimplitigsAC.k_11.d_7.M_zeros
yeast	11	pseudosimplitigsAC	loc-greedy	AC	8	default	1865531	2070665	1865531	205134	123774	565416	95996	661412	650912	4634444000	112.14	100.77	6.51	yeast.S_pseudosimplitigsAC.k_11.d_8	yeast.S_pseudosimplitigsAC.k_11.d_8.M_default
yeast	11	pseudosimplitigsAC	loc-greedy	AC	8	ones	1865531	2070665	2002564	68101	57520	565416	65068	630484	617196	4634444000	112.14	100.77	6.51	yeast.S_pseudosimplitigsAC.k_11.d_8	yeast.S_pseudosimplitigsAC.k_11.d_8.M_ones
yeast	11	pseudosimplitigsAC	loc-greedy	AC	8	runs	1865531	2070665	1999386	71279	55453	565416	65056	630472	616740	4634444000	112.14	100.77	6.51	yeast.S_pseudosimplitigsAC.k_11.d_8	yeast.S_pseudosimplitigsAC.k_11.d_8.M_runs
yeast	11	pseudosimplitigsAC	loc-greedy	AC	8	zeros	1865531	2070665	1865531	205134	126622	565416	104792	670208	655348	4634444000	112.14	100.77	6.51	yeast.S_pseudosimplitigsAC.k_11.d_8	yeast.S_pseudosimplitigsAC.k_11.d_8.M_zeros
yeast	11	pseudosimplitigsAC	loc-greedy	AC	9	default	1865531	2070523	1865531	204992	123782	565348	96064	661412	650768	4632924000	96.34	72.26	15.46	yeast.S_pseudosimplitigsAC.k_11.d_9	yeast.S_pseudosimplitigsAC.k_11.d_9.M_default
yeast	11	pseudosimplitigsAC	loc-greedy	AC	9	ones	1865531	2070523	2002244	68279	57600	565348	65124	630472	617168	4632924000	96.34	72.26	15.46	yeast.S_pseudosimplitigsAC.k_11.d_9	yeast.S_pseudosimplitigsAC.k_11.d_9.M_ones
yeast	11	pseudosimplitigsAC	loc-greedy	AC	9	runs	1865531	2070523	1998908	71615	55465	565348	65096	630444	617144	4632924000	96.34	72.26	15.46	yeast.S_pseudosimplitigsAC.k_11.d_9	yeast.S_pseudosimplitigsAC.k_11.d_9.M_runs
yeast	11	pseudosimplitigsAC	loc-greedy	AC	9	zeros	1865531	2070523	1865531	204992	126630	565348	104860	670208	655220	4632924000	96.34	72.26	15.46	yeast.S_pseudosimplitigsAC.k_11.d_9	yeast.S_pseudosimplitigsAC.k_11.d_9.M_zeros
yeast	12	pseudosimplitigs	loc-greedy	HT	1	default	4774876	9132031	4774876	4357155	396105	2332624	295280	2627904	2795312	923252000	65.47	48.1	6.1	yeast.S_pseudosimplitigs.k_12.d_1	yeast.S_pseudosimplitigs.k_12.d_1.M_default
yeast	12	pseudosimplitigs	loc-greedy	HT	1	ones	4774876	9132031	7446657	1685374	806257	2332624	724664	3057288	3050972	923252000	65.47	48.1	6.1	yeast.S_pseudosimplitigs.k_12.d_1	yeast.S_pseudosimplitigs.k_12.d_1.M_ones
yeast	12	pseudosimplitigs	loc-greedy	HT	1	runs	4774876	9132031	6302821	2829210	351484	2332624	484060	2816684	2832372	923252000	65.47	48.1	6.1	yeast.S_pseudosimplitigs.k_12.d_1	yeast.S_pseudosimplitigs.k_12.d_1.M_runs
yeast	12	pseudosimplitigs	loc-greedy	HT	1	zeros	4774876	9132031	4774876	4357155	635011	2332624	602812	2935436	3014108	923252000	65.47	48.1	6.1	yeast.S_pseudosimplitigs.k_12.d_1	yeast.S_pseudosimplitigs.k_12.d_1.M_zeros
yeast	12	pseudosimplitigs	loc-greedy	HT	10	default	4774876	5916686	4774876	1141810	692415	1450400	460468	1910868	1889612	1026016000	201.62	167.79	14.47	yeast.S_pseudosimplitigs.k_12.d_10	yeast.S_pseudosimplitigs.k_12.d_10.M_default
yeast	12	pseudosimplitigs	loc-greedy	HT	10	ones	4774876	5916686	5403194	513492	383612	1450400	337128	1787528	1772940	1026016000	201.62	167.79	14.47	yeast.S_pseudosimplitigs.k_12.d_10	yeast.S_pseudosimplitigs.k_12.d_10.M_ones
yeast	12	pseudosimplitigs	loc-greedy	HT	10	runs	4774876	5916686	5372124	544562	362614	1450400	335712	1786112	1770504	1026016000	201.62	167.79	14.47	yeast.S_pseudosimplitigs.k_12.d_10	yeast.S_pseudosimplitigs.k_12.d_10.M_runs
yeast	12	pseudosimplitigs	loc-greedy	HT	10	zeros	4774876	5916686	4774876	1141810	699549	1450400	467236	1917636	1900584	1026016000	201.62	167.79	14.47	yeast.S_pseudosimplitigs.k_12.d_10	yeast.S_pseudosimplitigs.k_12.d_10.M_zeros
yeast	12	pseudosimplitigs	loc-greedy	HT	11	default	4774876	5917495	4774876	1142619	692408	1450520	460444	1910964	1889392	1028848000	221.94	191.73	17.68	yeast.S_pseudosimplitigs.k_12.d_11	yeast.S_pseudosimplitigs.k_12.d_11.M_default
yeast	12	pseudosimplitigs	loc-greedy	HT	11	ones	4774876	5917495	5403667	513828	383765	1450520	337224	1787744	1773144	1028848000	221.94	191.73	17.68	yeast.S_pseudosimplitigs.k_12.d_11	yeast.S_pseudosimplitigs.k_12.d_11.M_ones
yeast	12	pseudosimplitigs	loc-greedy	HT	11	runs	4774876	5917495	5372255	545240	362608	1450520	335672	1786192	1770152	1028848000	221.94	191.73	17.68	yeast.S_pseudosimplitigs.k_12.d_11	yeast.S_pseudosimplitigs.k_12.d_11.M_runs
yeast	12	pseudosimplitigs	loc-greedy	HT	11	zeros	4774876	5917495	4774876	1142619	699543	1450520	467216	1917736	1900388	1028848000	221.94	191.73	17.68	yeast.S_pseudosimplitigs.k_12.d_11	yeast.S_pseudosimplitigs.k_12.d_11.M_zeros
yeast	12	pseudosimplitigs	loc-greedy	HT	2	default	4774876	6981785	4774876	2206909	599179	1745976	401716	2147692	2222932	923280000	38.85	32.81	0.42	yeast.S_pseudosimplitigs.k_12.d_2	yeast.S_pseudosimplitigs.k_12.d_2.M_default
yeast	12	pseudosimplitigs	loc-greedy	HT	2	ones	4774876	6981785	6039850	941935	537767	1745976	477880	2223856	2208180	923280000	38.85	32.81	0.42	yeast.S_pseudosimplitigs.k_12.d_2	yeast.S_pseudosimplitigs.k_12.d_2.M_ones
yeast	12	pseudosimplitigs	loc-greedy	HT	2	runs	4774876	6981785	5624755	1357030	355488	1745976	394376	2140352	2146936	923280000	38.85	32.81	0.42	yeast.S_pseudosimplitigs.k_12.d_2	yeast.S_pseudosimplitigs.k_12.d_2.M_runs
yeast	12	pseudosimplitigs	loc-greedy	HT	2	zeros	4774876	6981785	4774876	2206909	620455	1745976	447948	2193924	2245856	923280000	38.85	32.81	0.42	yeast.S_pseudosimplitigs.k_12.d_2	yeast.S_pseudosimplitigs.k_12.d_2.M_zeros
yeast	12	pseudosimplitigs	loc-greedy	HT	3	default	4774876	6307873	4774876	1532997	652267	1561020	430576	1991596	2016668	923228000	51.71	44.6	0.6	yeast.S_pseudosimplitigs.k_12.d_3	yeast.S_pseudosimplitigs.k_12.d_3.M_default
yeast	12	pseudosimplitigs	loc-greedy	HT	3	ones	4774876	6307873	5622584	685289	451997	1561020	396436	1957456	1941280	923228000	51.71	44.6	0.6	yeast.S_pseudosimplitigs.k_12.d_3	yeast.S_pseudosimplitigs.k_12.d_3.M_ones
yeast	12	pseudosimplitigs	loc-greedy	HT	3	runs	4774876	6307873	5447682	860191	370839	1561020	367648	1928668	1921752	923228000	51.71	44.6	0.6	yeast.S_pseudosimplitigs.k_12.d_3	yeast.S_pseudosimplitigs.k_12.d_3.M_runs
yeast	12	pseudosimplitigs	loc-greedy	HT	3	zeros	4774876	6307873	4774876	1532997	653803	1561020	437504	1998524	2017932	923228000	51.71	44.6	0.6	yeast.S_pseudosimplitigs.k_12.d_3	yeast.S_pseudosimplitigs.k_12.d_3.M_zeros
yeast	12	pseudosimplitigs	loc-greedy	HT	4	default	4774876	6043842	4774876	1268966	685112	1488372	451028	1939400	1933868	919568000	66.83	49.63	7.18	yeast.S_pseudosimplitigs.k_12.d_4	yeast.S_pseudosimplitigs.k_12.d_4.M_default
yeast	12	pseudosimplitigs	loc-greedy	HT	4	ones	4774876	6043842	5488353	555489	396828	1488372	351592	1839964	1820832	919568000	66.83	49.63	7.18	yeast.S_pseudosimplitigs.k_12.d_4	yeast.S_pseudosimplitigs.k_12.d_4.M_ones
yeast	12	pseudosimplitigs	loc-greedy	HT	4	runs	4774876	6043842	5410285	633557	357383	1488372	341752	1830124	1813628	919568000	66.83	49.63	7.18	yeast.S_pseudosimplitigs.k_12.d_4	yeast.S_pseudosimplitigs.k_12.d_4.M_runs
yeast	12	pseudosimplitigs	loc-greedy	HT	4	zeros	4774876	6043842	4774876	1268966	685132	1488372	451976	1940348	1933684	919568000	66.83	49.63	7.18	yeast.S_pseudosimplitigs.k_12.d_4	yeast.S_pseudosimplitigs.k_12.d_4.M_zeros
yeast	12	pseudosimplitigs	loc-greedy	HT	5	default	4774876	5957532	4774876	1182656	691551	1464676	457004	1921680	1904272	1025840000	86.29	64.09	11.27	yeast.S_pseudosimplitigs.k_12.d_5	yeast.S_pseudosimplitigs.k_12.d_5.M_default
yeast	12	pseudosimplitigs	loc-greedy	HT	5	ones	4774876	5957532	5430592	526940	388829	1464676	341444	1806120	1787312	1025840000	86.29	64.09	11.27	yeast.S_pseudosimplitigs.k_12.d_5	yeast.S_pseudosimplitigs.k_12.d_5.M_ones
yeast	12	pseudosimplitigs	loc-greedy	HT	5	runs	4774876	5957532	5383389	574143	361785	1464676	337468	1802144	1785016	1025840000	86.29	64.09	11.27	yeast.S_pseudosimplitigs.k_12.d_5	yeast.S_pseudosimplitigs.k_12.d_5.M_runs
yeast	12	pseudosimplitigs	loc-greedy	HT	5	zeros	4774876	5957532	4774876	1182656	691804	1464676	457452	1922128	1905092	1025840000	86.29	64.09	11.27	yeast.S_pseudosimplitigs.k_12.d_5	yeast.S_pseudosimplitigs.k_12.d_5.M_zeros
yeast	12	pseudosimplitigs	loc-greedy	HT	6	default	4774876	5928311	4774876	1153435	692230	1455152	458664	1913816	1895484	1025216000	118.43	95.44	10.43	yeast.S_pseudosimplitigs.k_12.d_6	yeast.S_pseudosimplitigs.k_12.d_6.M_default
yeast	12	pseudosimplitigs	loc-greedy	HT	6	ones	4774876	5928311	5411125	517186	385545	1455152	338496	1793648	1776072	1025216000	118.43	95.44	10.43	yeast.S_pseudosimplitigs.k_12.d_6	yeast.S_pseudosimplitigs.k_12.d_6.M_ones
yeast	12	pseudosimplitigs	loc-greedy	HT	6	runs	4774876	5928311	5374231	554080	362494	1455152	336596	1791748	1776320	1025216000	118.43	95.44	10.43	yeast.S_pseudosimplitigs.k_12.d_6	yeast.S_pseudosimplitigs.k_12.d_6.M_runs
yeast	12	pseudosimplitigs	loc-greedy	HT	6	zeros	4774876	5928311	4774876	1153435	695161	1455152	461536	1916688	1900604	1025216000	118.43	95.44	10.43	yeast.S_pseudosimplitigs.k_12.d_6	yeast.S_pseudosimplitigs.k_12.d_6.M_zeros
yeast	12	pseudosimplitigs	loc-greedy	HT	7	default	4774876	5918819	4774876	1143943	692316	1450976	459488	1910464	1889324	1027316000	96.81	73.7	6.47	yeast.S_pseudosimplitigs.k_12.d_7	yeast.S_pseudosimplitigs.k_12.d_7.M_default
yeast	12	pseudosimplitigs	loc-greedy	HT	7	ones	4774876	5918819	5404262	514557	384142	1450976	337504	1788480	1774364	1027316000	96.81	73.7	6.47	yeast.S_pseudosimplitigs.k_12.d_7	yeast.S_pseudosimplitigs.k_12.d_7.M_ones
yeast	12	pseudosimplitigs	loc-greedy	HT	7	runs	4774876	5918819	5371633	547186	362559	1450976	335672	1786648	1773668	1027316000	96.81	73.7	6.47	yeast.S_pseudosimplitigs.k_12.d_7	yeast.S_pseudosimplitigs.k_12.d_7.M_runs
yeast	12	pseudosimplitigs	loc-greedy	HT	7	zeros	4774876	5918819	4774876	1143943	698562	1450976	465564	1916540	1901244	1027316000	96.81	73.7	6.47	yeast.S_pseudosimplitigs.k_12.d_7	yeast.S_pseudosimplitigs.k_12.d_7.M_zeros
yeast	12	pseudosimplitigs	loc-greedy	HT	8	default	4774876	5916515	4774876	1141639	692384	1450340	460048	1910388	1889036	1029032000	52.18	46.09	0.5	yeast.S_pseudosimplitigs.k_12.d_8	yeast.S_pseudosimplitigs.k_12.d_8.M_default
yeast	12	pseudosimplitigs	loc-greedy	HT	8	ones	4774876	5916515	5403297	513218	383717	1450340	337092	1787432	1773256	1029032000	52.18	46.09	0.5	yeast.S_pseudosimplitigs.k_12.d_8	yeast.S_pseudosimplitigs.k_12.d_8.M_ones
yeast	12	pseudosimplitigs	loc-greedy	HT	8	runs	4774876	5916515	5372075	544440	362639	1450340	335596	1785936	1771044	1029032000	52.18	46.09	0.5	yeast.S_pseudosimplitigs.k_12.d_8	yeast.S_pseudosimplitigs.k_12.d_8.M_runs
yeast	12	pseudosimplitigs	loc-greedy	HT	8	zeros	4774876	5916515	4774876	1141639	699388	1450340	466624	1916964	1902808	1029032000	52.18	46.09	0.5	yeast.S_pseudosimplitigs.k_12.d_8	yeast.S_pseudosimplitigs.k_12.d_8.M_zeros
yeast	12	pseudosimplitigs	loc-greedy	HT	9	default	4774876	5916368	4774876	1141492	692420	1450100	460324	1910424	1888396	1026200000	139.03	109.71	14.39	yeast.S_pseudosimplitigs.k_12.d_9	yeast.S_pseudosimplitigs.k_12.d_9.M_default
yeast	12	pseudosimplitigs	loc-greedy	HT	9	ones	4774876	5916368	5402846	513522	383670	1450100	337100	1787200	1773148	1026200000	139.03	109.71	14.39	yeast.S_pseudosimplitigs.k_12.d_9	yeast.S_pseudosimplitigs.k_12.d_9.M_ones
yeast	12	pseudosimplitigs	loc-greedy	HT	9	runs	4774876	5916368	5371784	544584	362685	1450100	335600	1785700	1771492	1026200000	139.03	109.71	14.39	yeast.S_pseudosimplitigs.k_12.d_9	yeast.S_pseudosimplitigs.k_12.d_9.M_runs
yeast	12	pseudosimplitigs	loc-greedy	HT	9	zeros	4774876	5916368	4774876	1141492	699428	1450100	466884	1916984	1902180	1026200000	139.03	109.71	14.39	yeast.S_pseudosimplitigs.k_12.d_9	yeast.S_pseudosimplitigs.k_12.d_9.M_zeros
yeast	12	pseudosimplitigsAC	loc-greedy	AC	1	default	4774876	9131954	4774876	4357078	396098	2475940	280252	2756192	2914440	11141772000	283.25	221.24	38.4	yeast.S_pseudosimplitigsAC.k_12.d_1	yeast.S_pseudosimplitigsAC.k_12.d_1.M_default
yeast	12	pseudosimplitigsAC	loc-greedy	AC	1	ones	4774876	9131954	7433030	1698924	812678	2475940	717328	3193268	3151028	11141772000	283.25	221.24	38.4	yeast.S_pseudosimplitigsAC.k_12.d_1	yeast.S_pseudosimplitigsAC.k_12.d_1.M_ones
yeast	12	pseudosimplitigsAC	loc-greedy	AC	1	runs	4774876	9131954	6252818	2879136	349836	2475940	479524	2955464	2934064	11141772000	283.25	221.24	38.4	yeast.S_pseudosimplitigsAC.k_12.d_1	yeast.S_pseudosimplitigsAC.k_12.d_1.M_runs
yeast	12	pseudosimplitigsAC	loc-greedy	AC	1	zeros	4774876	9131954	4774876	4357078	676608	2475940	602508	3078448	3118272	11141772000	283.25	221.24	38.4	yeast.S_pseudosimplitigsAC.k_12.d_1	yeast.S_pseudosimplitigsAC.k_12.d_1.M_zeros
yeast	12	pseudosimplitigsAC	loc-greedy	AC	10	default	4774876	5842743	4774876	1067867	639107	1561828	392380	1954208	1949812	13841520000	253.4	211.61	28.74	yeast.S_pseudosimplitigsAC.k_12.d_10	yeast.S_pseudosimplitigsAC.k_12.d_10.M_default
yeast	12	pseudosimplitigsAC	loc-greedy	AC	10	ones	4774876	5842743	5361406	481337	362691	1561828	312572	1874400	1855748	13841520000	253.4	211.61	28.74	yeast.S_pseudosimplitigsAC.k_12.d_10	yeast.S_pseudosimplitigsAC.k_12.d_10.M_ones
yeast	12	pseudosimplitigsAC	loc-greedy	AC	10	runs	4774876	5842743	5336009	506734	345130	1561828	311796	1873624	1855308	13841520000	253.4	211.61	28.74	yeast.S_pseudosimplitigsAC.k_12.d_10	yeast.S_pseudosimplitigsAC.k_12.d_10.M_runs
yeast	12	pseudosimplitigsAC	loc-greedy	AC	10	zeros	4774876	5842743	4774876	1067867	659643	1561828	434348	1996176	1985544	13841520000	253.4	211.61	28.74	yeast.S_pseudosimplitigsAC.k_12.d_10	yeast.S_pseudosimplitigsAC.k_12.d_10.M_zeros
yeast	12	pseudosimplitigsAC	loc-greedy	AC	11	default	4774876	5842623	4774876	1067747	639127	1561736	392464	1954200	1949424	13841544000	271.73	228.8	27.5	yeast.S_pseudosimplitigsAC.k_12.d_11	yeast.S_pseudosimplitigsAC.k_12.d_11.M_default
yeast	12	pseudosimplitigsAC	loc-greedy	AC	11	ones	4774876	5842623	5360320	482303	362897	1561736	312668	1874404	1855656	13841544000	271.73	228.8	27.5	yeast.S_pseudosimplitigsAC.k_12.d_11	yeast.S_pseudosimplitigsAC.k_12.d_11.M_ones
yeast	12	pseudosimplitigsAC	loc-greedy	AC	11	runs	4774876	5842623	5334742	507881	345186	1561736	311744	1873480	1854976	13841544000	271.73	228.8	27.5	yeast.S_pseudosimplitigsAC.k_12.d_11	yeast.S_pseudosimplitigsAC.k_12.d_11.M_runs
yeast	12	pseudosimplitigsAC	loc-greedy	AC	11	zeros	4774876	5842623	4774876	1067747	659664	1561736	434436	1996172	1985168	13841544000	271.73	228.8	27.5	yeast.S_pseudosimplitigsAC.k_12.d_11	yeast.S_pseudosimplitigsAC.k_12.d_11.M_zeros
yeast	12	pseudosimplitigsAC	loc-greedy	AC	2	default	4774876	6988213	4774876	2213337	586847	1869796	368472	2238268	2318720	11129576000	308.5	249.66	38.17	yeast.S_pseudosimplitigsAC.k_12.d_2	yeast.S_pseudosimplitigsAC.k_12.d_2.M_default
yeast	12	pseudosimplitigsAC	loc-greedy	AC	2	ones	4774876	6988213	6071752	916461	517054	1869796	451064	2320860	2305416	11129576000	308.5	249.66	38.17	yeast.S_pseudosimplitigsAC.k_12.d_2	yeast.S_pseudosimplitigsAC.k_12.d_2.M_ones
yeast	12	pseudosimplitigsAC	loc-greedy	AC	2	runs	4774876	6988213	5659726	1328487	337288	1869796	368120	2237916	2244688	11129576000	308.5	249.66	38.17	yeast.S_pseudosimplitigsAC.k_12.d_2	yeast.S_pseudosimplitigsAC.k_12.d_2.M_runs
yeast	12	pseudosimplitigsAC	loc-greedy	AC	2	zeros	4774876	6988213	4774876	2213337	609613	1869796	415024	2284820	2338856	11129576000	308.5	249.66	38.17	yeast.S_pseudosimplitigsAC.k_12.d_2	yeast.S_pseudosimplitigsAC.k_12.d_2.M_zeros
yeast	12	pseudosimplitigsAC	loc-greedy	AC	3	default	4774876	6259537	4774876	1484661	634196	1675368	388060	2063428	2091912	11188920000	236.99	165.27	42.11	yeast.S_pseudosimplitigsAC.k_12.d_3	yeast.S_pseudosimplitigsAC.k_12.d_3.M_default
yeast	12	pseudosimplitigsAC	loc-greedy	AC	3	ones	4774876	6259537	5614473	645064	419593	1675368	362428	2037796	2020224	11188920000	236.99	165.27	42.11	yeast.S_pseudosimplitigsAC.k_12.d_3	yeast.S_pseudosimplitigsAC.k_12.d_3.M_ones
yeast	12	pseudosimplitigsAC	loc-greedy	AC	3	runs	4774876	6259537	5453513	806024	343806	1675368	335008	2010376	2003260	11188920000	236.99	165.27	42.11	yeast.S_pseudosimplitigsAC.k_12.d_3	yeast.S_pseudosimplitigsAC.k_12.d_3.M_runs
yeast	12	pseudosimplitigsAC	loc-greedy	AC	3	zeros	4774876	6259537	4774876	1484661	635296	1675368	395460	2070828	2089920	11188920000	236.99	165.27	42.11	yeast.S_pseudosimplitigsAC.k_12.d_3	yeast.S_pseudosimplitigsAC.k_12.d_3.M_zeros
yeast	12	pseudosimplitigsAC	loc-greedy	AC	4	default	4774876	5979180	4774876	1204304	637831	1624208	389448	2013656	1995356	11849276000	266.36	216.54	32.51	yeast.S_pseudosimplitigsAC.k_12.d_4	yeast.S_pseudosimplitigsAC.k_12.d_4.M_default
yeast	12	pseudosimplitigsAC	loc-greedy	AC	4	ones	4774876	5979180	5440340	538840	382321	1624208	329848	1954056	1912704	11849276000	266.36	216.54	32.51	yeast.S_pseudosimplitigsAC.k_12.d_4	yeast.S_pseudosimplitigsAC.k_12.d_4.M_ones
yeast	12	pseudosimplitigsAC	loc-greedy	AC	4	runs	4774876	5979180	5369461	609719	345509	1624208	319976	1944184	1904608	11849276000	266.36	216.54	32.51	yeast.S_pseudosimplitigsAC.k_12.d_4	yeast.S_pseudosimplitigsAC.k_12.d_4.M_runs
yeast	12	pseudosimplitigsAC	loc-greedy	AC	4	zeros	4774876	5979180	4774876	1204304	642422	1624208	408572	2032780	2010308	11849276000	266.36	216.54	32.51	yeast.S_pseudosimplitigsAC.k_12.d_4	yeast.S_pseudosimplitigsAC.k_12.d_4.M_zeros
yeast	12	pseudosimplitigsAC	loc-greedy	AC	5	default	4774876	5885720	4774876	1110844	638957	1570276	390340	1960616	1965060	12252124000	350.29	308.77	27.25	yeast.S_pseudosimplitigsAC.k_12.d_5	yeast.S_pseudosimplitigsAC.k_12.d_5.M_default
yeast	12	pseudosimplitigsAC	loc-greedy	AC	5	ones	4774876	5885720	5386636	499084	368812	1570276	318000	1888276	1873044	12252124000	350.29	308.77	27.25	yeast.S_pseudosimplitigsAC.k_12.d_5	yeast.S_pseudosimplitigsAC.k_12.d_5.M_ones
yeast	12	pseudosimplitigsAC	loc-greedy	AC	5	runs	4774876	5885720	5346824	538896	345256	1570276	314472	1884748	1877844	12252124000	350.29	308.77	27.25	yeast.S_pseudosimplitigsAC.k_12.d_5	yeast.S_pseudosimplitigsAC.k_12.d_5.M_runs
yeast	12	pseudosimplitigsAC	loc-greedy	AC	5	zeros	4774876	5885720	4774876	1110844	656073	1570276	428720	1998996	1998824	12252124000	350.29	308.77	27.25	yeast.S_pseudosimplitigsAC.k_12.d_5	yeast.S_pseudosimplitigsAC.k_12.d_5.M_zeros
yeast	12	pseudosimplitigsAC	loc-greedy	AC	6	default	4774876	5855946	4774876	1081070	639064	1590148	391160	1981308	1949456	12595500000	314.15	258.05	32.91	yeast.S_pseudosimplitigsAC.k_12.d_6	yeast.S_pseudosimplitigsAC.k_12.d_6.M_default
yeast	12	pseudosimplitigsAC	loc-greedy	AC	6	ones	4774876	5855946	5368872	487074	364567	1590148	314112	1904260	1867152	12595500000	314.15	258.05	32.91	yeast.S_pseudosimplitigsAC.k_12.d_6	yeast.S_pseudosimplitigsAC.k_12.d_6.M_ones
yeast	12	pseudosimplitigsAC	loc-greedy	AC	6	runs	4774876	5855946	5339190	516756	345210	1590148	312444	1902592	1860320	12595500000	314.15	258.05	32.91	yeast.S_pseudosimplitigsAC.k_12.d_6	yeast.S_pseudosimplitigsAC.k_12.d_6.M_runs
yeast	12	pseudosimplitigsAC	loc-greedy	AC	6	zeros	4774876	5855946	4774876	1081070	658085	1590148	431280	2021428	1990196	12595500000	314.15	258.05	32.91	yeast.S_pseudosimplitigsAC.k_12.d_6	yeast.S_pseudosimplitigsAC.k_12.d_6.M_zeros
yeast	12	pseudosimplitigsAC	loc-greedy	AC	7	default	4774876	5846695	4774876	1071819	639016	1563168	391452	1954620	1947596	13839752000	333.82	282.09	37.07	yeast.S_pseudosimplitigsAC.k_12.d_7	yeast.S_pseudosimplitigsAC.k_12.d_7.M_default
